"","S001","S002","S003","S004","S005","S006","S007","S008","S009","S010","S011","S012","S013","S014","S015","S016","S017","S018","S019","S020","S021","S022","S023","S024","S025","S026","S027","S028","S029","S030","S031","S032","S033","S034","S035","S036","S037","S038","S039","S040","S041","S042","S043","S044","S045","S046","S047","S048","S049","S050","S051","S052","S053","S054","S055","S056","S057","S058","S059","S060","S061","S062","S063","S064","S065","S066","S067","S068","S069","S070","S071","S072","S073","S074","S075","S076","S077","S078","S079","S080","S081","S082","S083","S084","S085","S086","S087","S088","S089","S090","S091","S092","S093","S094","S095","S096","S097","S098","S099","S100","S101","S102","S103","S104","S105","S106","S107","S108","S109","S110","S111","S112","S113","S114","S115","S116","S117","S118","S119","S120"
"Gene07194",2,0,0,1,2,0,3,3,3,6,6,0,3,0,2,2,1,1,1,1,3,0,1,4,1,0,3,3,2,3,7,2,10,3,3,4,3,4,2,2,1,6,0,5,2,4,4,6,1,2,0,2,2,2,5,4,2,6,1,3,2,1,3,3,3,4,2,3,1,6,2,2,4,1,3,2,3,3,4,2,2,4,1,2,3,3,5,1,2,4,2,2,4,3,0,4,4,2,4,4,6,2,1,2,0,0,6,5,1,5,1,3,0,2,5,3,5,4,2,2
"Gene07195",23,30,19,33,15,15,40,26,23,31,15,10,21,22,46,31,33,12,33,8,22,26,26,30,37,22,23,40,38,43,41,42,48,36,55,25,45,61,44,50,34,47,27,40,41,41,34,24,48,45,31,32,63,27,18,35,43,49,24,25,27,19,16,20,39,24,42,18,36,17,22,31,32,22,30,23,21,16,21,26,17,14,23,20,21,33,31,14,37,35,12,29,25,19,16,25,15,39,19,29,24,19,30,35,29,26,24,17,17,26,18,26,16,18,22,26,36,30,15,24
"Gene07196",7,7,9,3,12,13,7,4,8,9,6,13,11,12,13,13,11,6,11,7,11,12,8,3,6,2,12,10,3,21,1,9,17,9,6,7,6,12,9,13,4,9,8,1,9,12,7,15,2,10,10,2,7,10,8,0,6,10,6,5,11,13,17,2,11,4,4,9,4,17,13,17,23,15,8,9,7,14,12,12,17,6,14,10,9,13,6,2,13,14,6,10,9,10,10,12,9,12,13,9,9,15,15,19,18,13,18,8,12,9,14,22,6,9,24,11,17,4,7,9
"Gene07197",12,5,17,9,10,0,11,12,6,15,7,9,15,8,26,1,7,6,7,13,5,12,9,10,15,8,10,5,24,4,10,9,21,8,28,2,4,6,11,5,12,12,15,13,13,7,10,16,6,8,12,3,11,7,6,6,5,2,3,10,3,10,1,1,10,2,3,6,5,9,7,4,8,3,17,10,5,7,5,9,7,9,8,16,7,6,8,3,2,8,11,10,16,0,3,9,7,5,12,13,7,9,4,8,8,4,11,13,2,2,3,6,6,3,6,19,4,5,4,2
"Gene07198",5,0,1,1,1,1,1,1,0,1,0,0,1,0,2,0,0,2,2,1,1,0,1,0,2,0,1,3,0,0,1,1,3,2,2,1,1,0,0,1,2,3,1,2,1,3,0,1,1,0,3,1,0,1,1,1,0,5,2,2,1,0,0,2,2,2,1,0,0,1,1,1,1,1,0,1,1,2,0,0,0,0,0,0,1,0,2,0,0,3,2,0,3,2,0,1,0,0,2,1,0,2,1,2,1,1,4,4,2,3,1,1,2,1,0,1,1,1,0,2
"Gene07199",7,6,2,14,7,13,2,4,3,8,5,2,4,2,7,5,7,7,9,3,6,7,9,7,13,2,9,6,10,15,12,9,8,7,19,6,1,3,7,1,4,15,10,4,13,3,9,2,7,14,2,7,6,8,6,3,8,10,6,12,7,5,3,3,23,7,0,4,11,4,2,4,5,19,11,5,9,6,17,2,28,4,7,7,3,10,1,7,4,5,2,16,16,3,5,13,6,3,10,7,3,16,6,14,5,6,14,3,7,6,11,11,3,6,6,15,9,8,3,4
"Gene07200",3,2,1,3,3,0,0,4,2,2,5,2,4,3,4,1,4,4,6,4,3,3,0,2,4,1,0,2,3,4,5,2,5,1,3,6,1,4,3,4,6,7,9,7,3,4,2,5,1,2,4,1,9,3,3,3,3,2,0,1,1,1,5,3,2,2,0,3,2,2,2,2,1,2,4,3,2,8,6,3,3,2,3,1,2,1,7,1,0,3,1,5,6,2,1,3,1,1,2,2,2,2,0,0,1,0,5,0,0,3,2,3,2,5,2,1,1,3,3,1
"Gene07201",2,1,6,2,3,4,6,2,4,2,2,1,1,3,1,2,2,4,2,0,1,0,0,1,1,1,1,0,2,2,5,1,1,8,3,5,4,1,3,5,7,3,5,1,4,4,5,1,0,1,2,3,3,6,8,4,4,4,4,4,2,0,4,1,0,3,10,1,4,2,1,6,6,0,1,3,2,2,5,4,3,2,2,4,2,4,7,4,2,3,5,2,2,1,1,3,3,2,2,2,1,4,3,0,0,4,2,2,3,0,0,3,2,0,0,2,2,0,2,2
"Gene07202",3,3,0,4,3,2,11,5,0,9,1,3,2,2,13,1,3,2,5,3,5,4,8,4,4,5,9,7,3,8,4,3,7,8,8,3,2,8,2,6,8,4,3,1,2,3,5,6,12,2,4,0,8,2,1,2,2,7,2,5,2,4,6,6,10,6,5,12,3,4,7,9,10,9,12,15,5,3,11,8,8,14,10,3,9,7,7,7,6,5,5,10,5,3,6,6,4,5,7,1,2,3,4,4,5,11,8,4,9,7,3,3,2,5,4,4,0,6,4,4
"Gene07203",6,7,8,1,8,1,10,5,4,5,5,5,2,4,7,5,5,3,8,6,5,3,3,6,9,2,5,8,7,9,10,7,8,3,8,5,5,12,7,9,3,11,6,2,8,7,17,5,7,5,1,6,12,6,10,2,12,7,0,11,23,6,12,11,15,12,16,13,17,16,14,11,7,24,13,7,21,8,10,12,11,17,9,17,21,7,22,9,10,17,12,14,6,15,11,12,17,8,11,21,8,21,17,10,22,21,13,13,22,24,5,12,15,13,7,9,16,7,10,13
"Gene07204",2,2,1,2,1,6,3,1,3,2,2,1,5,1,2,2,3,4,2,1,0,0,1,3,1,0,0,0,1,3,2,6,4,4,8,2,1,2,2,1,3,1,3,0,3,2,7,1,1,2,2,3,1,2,1,2,1,0,1,1,0,3,0,1,4,3,2,2,6,2,2,4,2,3,7,2,1,3,2,0,6,3,3,7,3,3,2,2,2,4,1,2,1,2,0,2,2,2,1,2,2,4,1,1,0,0,2,0,2,1,2,4,1,2,3,2,3,6,2,1
"Gene07205",0,5,4,0,1,2,3,3,2,2,0,1,1,2,4,0,0,3,1,1,4,3,1,1,0,2,1,4,1,2,1,0,2,1,2,1,0,1,0,2,0,2,0,0,1,0,2,1,0,0,2,2,0,2,0,1,0,3,0,2,2,0,3,0,0,1,2,0,1,1,0,1,1,1,0,0,1,0,2,3,3,1,1,0,0,1,3,2,2,0,1,0,0,1,0,0,1,0,0,0,0,2,0,1,1,1,1,3,2,0,0,3,0,0,0,1,2,0,0,3
"Gene07206",6,15,11,9,13,6,17,15,4,10,5,2,1,7,12,12,4,11,7,0,6,5,9,8,10,4,5,11,2,10,5,13,6,6,8,5,4,2,2,6,2,7,1,4,5,3,4,13,3,3,4,7,9,2,3,7,4,9,3,5,12,10,2,3,8,6,7,7,4,5,4,7,9,13,8,5,4,10,6,3,7,13,5,12,3,7,10,5,5,15,7,0,2,2,6,10,5,5,9,9,4,6,0,5,5,4,4,7,8,1,6,7,5,8,5,9,9,3,4,3
"Gene07207",7,6,11,4,2,4,1,5,2,3,1,2,3,3,4,2,4,3,2,5,4,4,8,2,1,1,1,6,3,7,3,3,4,2,2,2,3,1,5,2,2,6,4,1,1,0,1,1,1,3,1,3,0,0,3,3,2,2,0,1,6,5,0,2,4,8,1,4,2,3,4,3,4,4,6,8,1,1,1,4,4,4,5,4,3,3,7,4,2,4,1,8,5,4,3,6,3,2,2,5,2,6,1,4,2,4,2,3,4,2,1,5,1,8,2,3,2,3,2,2
"Gene07208",1,3,1,0,2,1,6,2,0,1,0,1,0,4,3,0,2,1,2,2,3,5,2,1,1,2,1,1,1,2,5,1,5,1,5,4,0,2,3,1,2,0,4,3,1,5,0,3,4,3,0,0,4,1,0,2,0,1,3,3,5,1,3,2,0,2,4,0,3,3,3,1,5,2,4,9,1,4,2,0,3,3,3,1,1,5,3,3,2,5,4,1,4,0,5,11,2,8,1,0,4,5,0,6,1,1,4,1,1,7,1,0,2,0,1,4,0,1,1,5
"Gene07209",4,2,7,1,3,0,3,3,2,1,3,1,3,1,5,3,5,1,1,0,5,3,2,2,2,0,6,5,5,3,4,7,11,1,4,3,5,3,2,3,8,1,5,8,5,8,7,0,6,4,2,9,7,2,3,1,4,4,2,3,2,1,3,2,5,2,1,1,2,3,1,5,2,5,4,3,3,5,8,4,5,2,3,2,3,3,10,7,1,1,9,7,2,7,2,10,5,6,3,0,2,5,5,2,3,1,11,4,3,2,5,3,2,6,2,7,2,4,3,4
"Gene07210",0,2,0,2,4,2,3,2,3,1,2,0,0,1,0,1,0,2,1,0,1,3,3,1,2,0,0,0,2,4,2,0,3,0,2,0,2,1,2,2,0,1,1,5,1,2,4,4,0,3,2,1,1,4,1,0,0,0,0,1,3,1,1,0,1,2,0,1,0,0,3,1,1,1,0,0,1,1,1,1,0,2,0,3,2,2,1,0,3,1,3,1,0,0,2,3,0,2,2,0,0,1,3,4,1,2,1,2,3,3,1,3,2,2,0,3,1,0,2,0
"Gene07211",7,10,4,4,1,4,11,2,2,4,4,2,11,3,13,3,1,2,9,3,4,6,4,1,3,4,6,3,1,6,4,2,4,1,9,1,3,4,3,5,1,3,3,3,3,7,5,6,3,5,2,2,4,7,0,3,5,3,1,6,1,3,8,4,7,4,1,6,10,3,2,4,4,3,4,10,2,2,3,4,12,3,7,3,7,2,5,5,8,9,5,2,2,6,2,5,2,4,3,5,6,1,8,8,4,3,11,3,1,3,2,7,5,3,5,6,3,4,1,2
"Gene07212",2,4,2,2,1,1,1,2,4,5,2,2,3,1,1,2,6,1,4,0,1,6,5,1,3,1,4,6,0,5,8,2,2,1,3,1,6,5,2,5,1,5,3,1,2,2,5,5,0,1,0,4,2,1,1,1,4,1,3,0,2,3,1,2,5,1,1,2,2,1,1,3,2,2,3,1,1,4,1,1,4,3,3,5,1,3,0,0,2,4,3,3,1,1,3,1,2,4,2,3,0,1,4,4,2,2,2,1,5,6,1,2,4,1,1,2,1,2,1,2
"Gene07213",7,5,6,3,3,4,4,10,2,8,2,3,2,4,10,6,4,5,8,1,5,2,3,1,10,4,9,2,12,6,4,4,9,7,4,2,5,3,3,4,3,2,1,6,2,5,2,4,1,1,4,4,3,6,2,1,3,4,0,8,4,0,5,5,3,3,1,8,5,4,1,2,6,5,3,3,4,2,4,2,3,6,5,6,1,6,2,3,0,6,4,5,3,3,5,6,3,6,1,4,5,8,1,10,3,4,2,5,3,2,2,4,5,4,1,1,1,5,2,2
"Gene07214",3,4,8,5,5,3,9,4,0,5,5,9,9,5,8,3,3,8,4,6,4,0,2,8,6,3,9,1,5,6,10,11,13,4,7,6,8,8,3,8,5,5,11,6,3,7,8,9,10,4,4,5,7,10,5,3,8,6,5,5,14,6,7,14,6,0,6,10,10,5,1,10,5,13,18,8,3,3,5,9,15,15,2,7,20,6,9,17,4,5,1,5,9,4,8,3,6,11,3,3,6,4,9,7,8,3,9,1,14,1,2,9,5,5,6,11,10,3,3,6
"Gene07215",12,12,8,5,10,6,22,9,8,9,7,11,9,13,24,5,6,8,6,6,11,11,13,9,7,10,12,9,7,11,11,9,10,3,4,4,4,17,10,11,8,4,6,9,5,12,10,13,2,11,3,10,5,2,2,6,10,5,7,8,13,12,4,7,7,2,7,9,8,3,10,4,14,13,11,9,8,10,13,12,15,14,6,23,3,10,13,13,6,13,5,12,3,10,3,21,7,9,6,8,5,5,8,23,14,4,20,12,9,24,6,22,12,10,6,7,15,13,14,10
"Gene07216",115,24,55,38,31,44,32,42,26,33,27,22,61,38,27,30,34,18,36,62,27,49,36,26,23,45,37,76,22,58,30,34,37,21,68,21,7,28,47,29,18,15,21,29,14,30,19,27,19,27,14,28,58,35,9,19,23,10,17,28,23,74,17,24,84,27,43,54,38,42,52,39,24,46,61,35,55,66,65,33,50,50,41,68,65,32,56,42,20,89,49,38,15,20,27,46,37,24,31,15,25,23,18,30,22,18,48,28,29,21,27,27,20,23,10,62,65,18,9,22
"Gene07217",0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,2,1,0,0,1,2,0,3,0,2,3,0,4,2,0,2,3,0,1,1,0,0,0,2,0,0,2,4,1,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,2,3,0,0,2,1,0,0,0,0,0,1,1,1,1,3,0,0,2,4,0,1,3,4,1,1,3,1,1,5,3,0,0,0,1,3,1,1,3,2,2,3,1,1,0,1
"Gene07218",24,27,14,10,14,21,27,19,13,17,7,21,19,16,22,15,15,17,13,16,16,23,16,18,24,25,20,19,30,30,39,25,55,28,40,24,27,42,40,42,21,46,32,26,30,31,34,36,20,34,23,23,31,30,20,33,30,32,24,55,18,26,22,15,16,16,12,20,22,19,7,40,17,27,21,14,17,10,27,11,19,15,30,34,6,27,36,11,13,15,25,32,13,20,23,26,19,22,28,20,12,40,16,31,35,22,46,17,19,22,17,26,19,27,19,28,33,38,23,16
"Gene07219",0,3,2,0,2,0,1,4,2,3,0,0,4,1,2,2,4,3,2,2,2,3,2,1,3,0,2,1,2,8,5,1,2,2,0,0,2,4,2,7,1,0,1,14,10,3,3,3,2,1,1,3,4,5,5,0,2,1,0,2,0,2,0,1,2,1,3,1,2,2,0,0,0,2,5,2,4,5,2,0,2,0,0,4,2,0,6,0,1,6,0,2,2,2,1,3,1,2,1,2,1,4,3,3,4,1,7,0,1,5,0,3,4,0,3,1,2,0,3,4
"Gene07220",1,2,0,1,3,0,4,3,0,3,2,1,2,3,10,0,2,0,0,2,1,1,4,1,4,2,2,7,3,10,0,2,7,13,1,4,4,3,1,0,4,3,1,3,2,2,13,4,2,3,1,1,4,0,0,5,4,8,5,3,2,2,3,4,2,1,0,0,3,1,1,3,9,3,4,1,1,3,0,5,4,5,0,4,1,1,0,2,0,0,3,1,3,3,2,6,6,3,3,0,4,2,1,0,1,1,2,2,0,1,2,2,0,1,1,3,3,7,2,0
"Gene07221",4,7,4,3,5,5,6,5,3,3,0,4,2,7,8,1,10,2,0,4,10,6,5,5,5,3,3,4,4,2,5,2,7,6,5,2,3,5,6,3,3,1,5,3,3,4,2,6,3,6,5,2,7,8,3,1,0,7,3,2,7,8,2,3,6,2,6,5,2,5,2,5,4,5,7,8,1,10,5,3,8,6,8,5,3,3,7,6,3,8,2,4,10,6,3,4,5,1,2,7,1,4,4,5,8,5,8,7,1,2,5,3,3,3,7,1,5,3,2,1
"Gene07222",7,4,0,1,5,4,8,4,4,6,2,2,0,3,5,2,4,6,6,2,6,5,6,4,1,1,8,4,3,6,8,5,10,3,3,5,9,14,6,7,1,4,3,8,8,9,11,9,7,5,7,4,1,2,12,1,7,10,5,3,3,4,4,6,8,4,3,2,2,6,1,4,2,2,9,2,2,4,4,4,4,6,5,7,3,10,7,6,1,1,7,3,5,2,7,9,7,8,10,4,6,15,9,4,18,17,7,4,7,18,4,3,6,13,6,7,9,5,2,10
"Gene07223",6,12,15,11,8,5,17,4,2,6,5,13,8,6,16,11,9,7,14,11,10,9,7,7,9,10,2,9,10,7,11,8,18,6,9,11,5,3,10,9,17,11,9,11,6,3,11,14,7,12,4,6,8,16,9,3,4,0,1,9,9,8,8,8,11,4,6,7,8,12,3,16,5,9,22,6,9,8,7,7,16,6,5,5,4,11,5,5,1,12,11,6,10,14,6,19,5,15,10,5,5,9,9,14,16,14,18,14,5,6,10,19,11,7,4,9,8,12,10,12
"Gene07224",2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3,1,2,0,1,0,1,0,0,2,0,2,1,3,3,0,0,1,0,3,0,0,1,2,3,1,1,3,0,1,1,1,2,0,0,2,0,1,0,2,0,0,2,2,4,0,1,0,0,2,1,1,0,1,0,1,1,0,0,2,3,0,0,1,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,2,2,2,3,0,1,0,0,1,1,2,0,3,0,1,0,0
"Gene07225",0,1,3,3,0,1,4,3,3,0,3,1,7,1,1,1,1,1,5,3,1,0,1,1,5,0,0,1,4,5,4,1,7,3,2,2,0,7,4,0,5,3,11,4,0,1,4,3,1,3,4,3,1,2,5,4,1,6,4,1,4,0,1,0,0,3,0,0,3,1,1,2,6,6,4,4,1,1,2,3,1,2,2,3,0,2,4,2,0,0,0,0,1,2,2,0,3,0,4,1,2,2,2,0,3,0,3,0,2,1,3,0,1,1,2,3,0,1,0,0
"Gene07226",4,1,3,1,3,2,7,1,3,0,2,1,0,1,4,5,1,2,0,2,2,3,1,4,3,4,5,2,5,6,2,6,1,1,3,2,2,3,3,2,6,3,2,4,1,2,2,3,2,4,1,2,0,0,1,1,1,2,5,2,1,2,1,1,0,0,4,6,1,2,0,1,1,3,3,2,2,3,1,2,7,2,0,6,2,3,3,1,2,6,3,0,1,2,4,2,1,0,1,1,2,1,2,0,4,0,1,3,0,6,0,1,3,1,2,2,4,0,0,1
"Gene07227",3,5,4,9,7,6,7,10,3,12,7,3,10,5,11,5,8,2,5,7,7,5,10,7,6,6,7,5,9,7,6,7,7,5,14,7,3,11,5,5,6,13,5,12,7,5,10,7,7,5,9,4,6,4,9,9,3,14,5,9,4,7,5,6,10,3,6,6,4,4,7,3,4,9,6,4,11,10,9,11,5,8,4,16,12,6,9,7,4,6,5,11,4,7,3,10,9,3,1,9,5,4,5,7,9,10,12,10,3,4,8,7,3,8,5,16,8,10,9,6
"Gene07228",10,12,9,8,7,5,13,5,15,9,11,11,20,10,11,17,14,6,10,8,5,11,5,10,8,10,13,12,11,20,3,12,17,5,8,10,4,13,7,6,2,2,4,4,11,6,6,5,5,4,5,9,8,5,3,4,12,6,6,4,12,8,2,5,6,4,3,4,4,11,12,12,6,20,15,9,5,8,13,8,12,7,12,8,7,14,18,7,13,11,15,4,3,12,3,19,17,2,5,13,7,6,12,13,8,12,6,4,8,8,7,15,4,4,6,17,5,10,5,6
"Gene07229",5,2,1,2,6,2,2,0,2,2,0,0,5,2,1,1,1,2,0,1,0,1,2,3,0,1,2,2,2,0,2,0,1,0,1,2,3,1,3,2,0,0,1,5,2,1,2,2,1,2,1,0,2,1,0,4,1,1,6,1,0,0,1,0,1,1,1,1,1,1,2,0,2,7,1,1,0,0,1,0,1,0,0,2,2,0,1,1,0,2,2,0,0,1,0,2,1,0,1,1,0,0,2,4,1,1,1,2,2,0,0,4,1,2,2,0,1,1,1,0
"Gene07230",3,1,2,0,3,2,3,2,4,0,2,1,1,1,3,1,8,3,2,0,2,0,2,2,1,0,1,0,0,5,3,2,3,0,0,0,0,1,4,3,2,2,1,2,2,1,0,0,2,0,1,1,3,0,1,1,2,2,0,4,1,0,3,0,0,4,1,3,2,4,1,3,3,2,1,2,1,2,3,0,4,1,3,5,1,2,5,2,5,1,4,6,1,4,6,3,4,4,1,2,2,4,0,1,2,0,12,8,2,3,2,2,5,5,2,6,4,3,0,1
"Gene07231",2,4,2,4,4,3,6,3,6,3,1,0,0,3,1,8,6,4,1,4,3,4,2,2,3,2,4,2,5,7,4,5,0,2,0,2,4,3,5,6,2,4,2,3,3,1,1,1,7,3,3,3,3,5,4,2,4,6,2,8,3,3,4,1,5,2,2,3,0,3,2,2,3,10,3,1,2,2,4,2,9,1,2,3,2,2,3,3,1,4,4,6,2,4,3,8,0,6,4,5,4,3,5,4,6,7,11,4,3,3,6,8,2,2,4,3,3,6,7,6
"Gene07232",16,8,8,6,8,12,6,9,6,8,8,6,21,11,18,16,7,8,8,19,8,7,17,10,5,6,13,31,8,25,3,7,12,4,15,6,11,8,10,7,7,9,7,9,6,8,7,14,7,9,7,9,6,5,6,8,8,7,2,6,8,8,7,8,9,8,5,3,9,5,2,14,5,6,12,3,9,14,3,4,8,17,9,17,7,6,24,11,12,17,2,5,6,2,7,11,8,12,2,4,19,8,7,5,7,11,8,1,8,6,5,14,9,6,4,8,10,3,10,11
"Gene07233",1,0,3,2,2,0,0,2,0,0,1,2,1,1,0,2,1,2,1,2,0,2,1,0,1,0,3,4,0,1,0,1,2,2,5,1,0,5,1,0,1,2,2,3,1,0,6,1,1,4,1,1,0,5,0,3,2,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,4,1,0,2,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,4,0,2,3,1,0,1,2,0,2,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0
"Gene07234",5,4,5,6,7,4,5,13,3,6,2,2,11,2,6,3,4,2,3,1,3,1,8,5,11,0,8,11,6,2,5,0,5,1,7,4,3,4,5,1,3,9,3,7,4,3,5,8,5,5,6,1,7,1,3,4,4,2,3,5,5,10,2,0,4,1,4,7,5,3,3,7,1,6,6,5,2,11,4,0,4,7,2,9,1,6,2,3,4,6,10,4,9,1,2,7,11,9,6,4,2,3,3,10,5,7,11,2,6,12,4,5,3,6,7,7,4,6,7,3
"Gene07235",8,1,3,4,2,1,1,2,4,2,2,5,3,2,4,4,2,7,4,1,6,0,1,4,3,1,1,3,0,3,1,0,0,0,2,1,0,0,1,1,0,3,2,4,3,0,3,2,2,1,0,1,1,3,0,1,0,3,4,2,2,1,0,2,5,2,3,3,2,1,1,2,2,7,1,9,3,1,3,1,5,2,2,1,1,2,5,1,4,6,0,0,1,0,0,1,0,2,1,0,1,2,1,0,1,3,1,0,3,2,1,1,0,2,0,3,2,3,0,3
"Gene07236",3,3,4,3,4,4,7,7,1,5,2,1,6,0,4,2,3,8,4,2,4,2,0,6,1,2,4,7,8,10,6,6,4,3,4,2,3,4,7,13,1,5,10,6,3,2,1,0,5,3,2,6,4,5,3,5,11,3,5,2,2,7,1,7,5,4,3,4,4,3,6,8,3,16,16,1,10,14,3,3,13,7,15,8,9,3,3,2,6,5,4,3,9,7,6,5,5,5,4,4,3,4,5,7,9,7,4,4,7,6,7,5,2,8,4,3,7,5,5,9
"Gene07237",4,2,7,3,7,1,7,4,0,9,2,2,1,2,3,2,9,2,6,7,8,2,4,5,6,3,7,4,10,7,3,3,6,1,5,7,3,7,6,7,4,3,0,4,3,6,7,3,4,3,1,8,11,1,5,3,4,8,5,3,1,7,2,10,9,12,4,7,4,2,3,7,4,2,7,5,5,7,13,8,15,4,12,4,13,8,9,5,9,9,9,8,3,5,4,4,2,3,5,1,2,4,8,2,2,4,6,6,6,14,5,8,4,1,15,12,3,8,12,6
"Gene07238",2,3,0,2,1,0,6,3,1,3,0,1,0,2,1,1,2,1,2,2,1,1,1,0,3,1,1,0,0,1,0,1,3,1,1,0,2,1,3,1,3,0,0,1,1,0,0,3,2,0,1,0,1,2,1,2,1,3,3,2,3,3,2,0,2,1,2,1,1,2,1,2,3,5,6,0,2,3,3,3,1,3,2,3,2,2,3,3,0,6,2,0,4,2,2,3,0,0,0,1,0,0,2,1,0,1,3,1,1,1,3,1,1,0,1,2,0,1,1,3
"Gene07239",3,3,4,4,7,9,3,3,1,6,3,5,3,16,5,9,4,8,1,13,5,6,3,2,7,3,0,8,6,5,7,1,21,2,5,10,7,1,6,7,5,8,1,5,2,7,4,9,5,11,0,4,6,4,1,4,5,9,4,2,13,11,3,19,3,4,5,5,1,15,6,9,4,2,8,20,4,13,10,12,3,6,3,20,2,5,11,5,2,15,3,6,5,3,6,5,6,4,3,5,1,2,2,5,1,9,4,13,9,8,4,5,4,10,6,7,2,1,1,6
"Gene07240",3,2,1,3,5,1,3,4,2,2,2,4,0,2,2,0,1,7,1,1,3,2,4,2,3,1,2,3,3,3,3,0,1,2,3,0,2,2,3,4,2,4,3,2,1,2,4,1,1,1,2,1,5,4,1,3,3,3,2,4,3,4,1,1,3,1,4,1,2,2,2,0,1,1,2,1,1,3,2,3,0,1,3,2,2,5,2,6,1,3,1,2,4,1,1,6,2,0,2,4,2,5,1,2,4,2,3,8,1,4,3,3,4,3,6,0,2,5,2,0
"Gene07241",9,4,3,3,5,0,4,9,3,3,3,5,4,7,4,6,2,1,4,2,2,2,9,5,6,2,8,2,5,5,5,0,9,6,5,5,1,11,5,1,8,4,3,8,10,3,5,7,2,3,7,4,4,8,2,4,1,5,6,4,4,5,3,4,9,2,1,6,4,5,3,5,5,6,3,4,4,6,6,5,1,5,6,4,5,6,8,1,6,2,5,4,3,5,1,6,6,9,3,8,3,5,8,2,9,4,10,4,1,6,4,2,11,3,6,6,9,4,6,10
"Gene07242",0,1,2,2,3,5,1,5,2,3,1,4,2,3,6,2,4,4,3,2,2,4,0,4,1,2,8,0,4,4,2,1,2,1,5,2,2,1,2,1,0,4,1,2,1,2,2,3,1,4,0,2,4,1,2,1,1,3,2,5,0,0,0,2,3,1,2,2,4,1,1,2,3,4,5,1,0,2,4,1,3,4,1,3,2,4,1,3,1,1,2,2,4,2,2,5,1,2,2,1,2,4,1,3,3,3,1,0,0,1,1,0,3,3,3,3,2,3,1,0
"Gene07243",5,3,5,0,3,0,2,3,3,2,0,6,4,8,3,1,3,2,2,4,2,3,3,3,11,4,4,4,4,6,5,4,6,4,6,7,7,4,4,7,4,5,2,8,5,4,10,4,3,5,1,7,3,2,2,0,3,3,2,4,0,3,4,5,3,1,1,3,3,1,1,0,0,4,5,9,2,2,4,2,4,6,2,3,3,1,6,0,3,3,2,1,5,1,1,2,1,2,7,5,3,1,5,4,5,3,5,6,5,7,4,7,6,7,2,2,7,4,4,2
"Gene07244",25,23,22,25,39,35,47,27,20,15,22,19,30,11,29,26,28,22,10,18,21,14,17,14,37,7,43,36,23,21,18,26,28,20,16,17,21,45,19,31,35,51,25,25,17,31,27,44,29,19,28,16,35,32,20,30,17,27,8,26,28,24,22,24,76,10,20,41,22,35,12,32,32,25,43,34,49,34,42,10,51,24,22,33,18,25,25,28,37,40,19,39,20,26,16,14,20,21,22,18,32,32,11,31,24,17,32,7,28,20,12,20,48,14,13,42,20,19,16,38
"Gene07245",0,2,5,4,3,1,2,2,1,3,1,1,6,3,2,5,0,2,5,2,1,2,0,2,0,0,0,2,2,5,7,0,5,2,3,4,3,3,1,3,1,0,2,3,4,0,2,4,3,1,2,5,1,1,1,1,2,2,2,3,1,1,1,1,2,3,2,4,2,2,1,1,1,1,2,1,1,3,1,2,0,1,0,1,0,0,1,1,1,5,2,1,2,0,5,0,7,1,1,1,2,2,0,3,1,3,1,1,1,0,1,1,2,2,2,1,0,2,1,1
"Gene07246",1,3,0,4,3,1,0,0,3,3,1,1,1,2,0,0,0,7,0,7,2,1,1,0,1,2,2,0,0,3,0,1,5,5,1,3,6,4,0,0,3,4,2,3,3,4,2,3,1,0,1,4,2,2,2,4,1,2,1,3,1,0,4,0,1,0,5,0,0,3,1,0,1,3,2,0,0,0,1,0,2,1,2,2,0,0,1,1,1,1,3,7,2,5,1,3,2,3,1,0,0,4,2,5,1,0,1,4,4,4,2,6,0,3,0,4,1,0,1,9
"Gene07247",10,9,5,20,7,9,6,6,4,22,3,18,1,25,11,14,3,14,5,19,7,14,4,26,5,14,3,29,7,21,2,18,15,5,2,18,2,16,2,14,10,23,12,20,2,27,2,21,5,15,7,10,5,17,1,12,6,43,1,11,7,20,3,17,0,7,5,14,2,20,8,41,5,28,5,20,3,26,7,3,10,18,6,31,2,20,9,24,4,12,5,15,5,17,8,12,6,3,6,13,5,15,7,20,9,21,3,20,5,12,12,11,7,21,5,38,3,20,3,15
"Gene07248",2,2,4,1,3,0,2,2,7,1,0,3,0,2,8,4,2,3,2,1,2,2,10,2,3,2,8,1,4,4,4,6,9,4,0,2,1,11,10,1,5,1,5,5,2,3,6,4,3,2,1,1,3,6,2,2,3,0,2,1,1,0,4,5,4,4,1,0,2,1,0,3,1,3,3,4,1,5,1,9,2,4,3,2,5,1,6,5,5,5,0,1,7,0,2,1,5,3,2,2,3,1,7,2,0,4,6,1,4,3,0,1,4,5,1,7,4,0,10,0
